dataZone,councilArea,SIMD2020CrimeDomainRank,crimeCount,crimeRate
S01009849,Glasgow City,1489,29,402
S01009850,Glasgow City,4432,12,136
S01009851,Glasgow City,1374,37,421
S01009852,Glasgow City,336,45,830
S01009853,Glasgow City,2829,20,243
S01009854,Glasgow City,2136,25,312
S01009855,Glasgow City,3873,10,169
S01009856,Glasgow City,3827,11,172
S01009857,Glasgow City,3380,18,201
S01009858,Glasgow City,3272,16,209
S01009859,Glasgow City,253,116,929
S01009860,Glasgow City,279,89,881
S01009861,Glasgow City,490,90,714
S01009862,Glasgow City,170,122,1080
S01009863,Glasgow City,555,55,673
S01009864,Glasgow City,808,37,556
S01009865,Glasgow City,2660,16,257
S01009866,Glasgow City,1173,41,461
S01009867,Glasgow City,1372,52,422
S01009868,Glasgow City,2701,21,254
S01009869,Glasgow City,1231,26,451
S01009870,Glasgow City,1259,31,444
S01009871,Glasgow City,1302,41,435
S01009872,Glasgow City,764,39,570
S01009873,Glasgow City,939,52,518
S01009874,Glasgow City,724,60,586
S01009875,Glasgow City,1060,41,489
S01009876,Glasgow City,882,21,537
S01009877,Glasgow City,4283,14,144
S01009878,Glasgow City,1785,27,356
S01009879,Glasgow City,3535,17,191
S01009880,Glasgow City,2990,18,228
S01009881,Glasgow City,1382,23,420
S01009882,Glasgow City,1409,53,416
S01009883,Glasgow City,1839,28,348
S01009884,Glasgow City,1332,33,429
S01009885,Glasgow City,2537,23,267
S01009886,Glasgow City,2151,24,310
S01009887,Glasgow City,197,94,1018
S01009888,Glasgow City,748,44,575
S01009889,Glasgow City,377,73,797
S01009890,Glasgow City,717,36,587
S01009891,Glasgow City,800,45,558
S01009892,Glasgow City,840,43,548
S01009893,Glasgow City,397,67,779
S01009894,Glasgow City,1396,36,419
S01009895,Glasgow City,768,43,568
S01009896,Glasgow City,2001,38,327
S01009897,Glasgow City,1284,42,439
S01009898,Glasgow City,1343,29,427
S01009899,Glasgow City,2956,19,233
S01009900,Glasgow City,4293,12,143
S01009901,Glasgow City,2088,28,318
S01009902,Glasgow City,2196,26,304
S01009903,Glasgow City,1211,38,455
S01009904,Glasgow City,462,61,734
S01009905,Glasgow City,176,79,1064
S01009906,Glasgow City,419,54,766
S01009907,Glasgow City,662,46,613
S01009908,Glasgow City,1153,48,465
S01009909,Glasgow City,754,54,573
S01009910,Glasgow City,704,32,593
S01009911,Glasgow City,2866,24,240
S01009912,Glasgow City,1193,40,458
S01009913,Glasgow City,1269,31,442
S01009914,Glasgow City,3607,18,187
S01009915,Glasgow City,1834,30,348
S01009916,Glasgow City,4733,12,121
S01009917,Glasgow City,4388,10,139
S01009918,Glasgow City,4543,9,131
S01009919,Glasgow City,635,68,624
S01009920,Glasgow City,3556,17,190
S01009921,Glasgow City,1521,24,397
S01009922,Glasgow City,4051,18,158
S01009923,Glasgow City,3561,17,189
S01009924,Glasgow City,1931,36,336
S01009925,Glasgow City,2077,23,319
S01009926,Glasgow City,2856,19,241
S01009927,Glasgow City,3028,13,226
S01009928,Glasgow City,5871,6,65
S01009929,Glasgow City,5003,6,106
S01009930,Glasgow City,2595,22,262
S01009931,Glasgow City,3812,15,174
S01009932,Glasgow City,3791,13,175
S01009933,Glasgow City,1116,44,474
S01009934,Glasgow City,1830,32,348
S01009935,Glasgow City,1028,36,494
S01009936,Glasgow City,1488,24,403
S01009937,Glasgow City,214,45,994
S01009938,Glasgow City,1128,35,472
S01009939,Glasgow City,487,42,716
S01009940,Glasgow City,625,50,628
S01009941,Glasgow City,5769,7,68
S01009942,Glasgow City,1131,44,471
S01009943,Glasgow City,260,82,920
S01009944,Glasgow City,1886,26,341
S01009945,Glasgow City,1588,35,385
S01009946,Glasgow City,2668,23,256
S01009947,Glasgow City,5045,6,103
S01009948,Glasgow City,2290,23,294
S01009949,Glasgow City,3540,17,191
S01009950,Glasgow City,6301,3,44
S01009951,Glasgow City,3718,13,180
S01009952,Glasgow City,4585,9,129
S01009953,Glasgow City,2484,24,272
S01009954,Glasgow City,598,45,642
S01009955,Glasgow City,1779,38,356
S01009956,Glasgow City,4189,11,150
S01009957,Glasgow City,2452,20,276
S01009958,Glasgow City,6033,5,57
S01009959,Glasgow City,5916,4,62
S01009960,Glasgow City,6214,4,48
S01009961,Glasgow City,1373,29,422
S01009962,Glasgow City,5235,9,94
S01009963,Glasgow City,5768,5,68
S01009964,Glasgow City,4415,12,137
S01009965,Glasgow City,3983.5,12,162
S01009966,Glasgow City,5508,6,81
S01009967,Glasgow City,3069,17,223
S01009968,Glasgow City,4006,9,160
S01009969,Glasgow City,5119,9,100
S01009970,Glasgow City,2202,29,303
S01009971,Glasgow City,1477,43,404
S01009972,Glasgow City,702,52,594
S01009973,Glasgow City,4856.5,8,114
S01009974,Glasgow City,1879,22,343
S01009975,Glasgow City,461,59,735
S01009976,Glasgow City,5403,4,85
S01009977,Glasgow City,829,49,550
S01009978,Glasgow City,1968,33,331
S01009979,Glasgow City,1468,21,407
S01009980,Glasgow City,256,58,926
S01009981,Glasgow City,2064,22,320
S01009982,Glasgow City,1279,43,440
S01009983,Glasgow City,1001,32,501
S01009984,Glasgow City,1300,31,436
S01009985,Glasgow City,642,39,621
S01009986,Glasgow City,921,26,522
S01009987,Glasgow City,2417,23,281
S01009988,Glasgow City,3773,8,176
S01009989,Glasgow City,3413,17,199
S01009990,Glasgow City,4182,11,151
S01009991,Glasgow City,4829,9,116
S01009992,Glasgow City,890,38,532
S01009993,Glasgow City,3632,16,185
S01009994,Glasgow City,4087,10,156
S01009995,Glasgow City,2806,15,245
S01009996,Glasgow City,3411,15,199
S01009997,Glasgow City,3612,11,186
S01009998,Glasgow City,1687,23,369
S01009999,Glasgow City,5014,7,105
S01010000,Glasgow City,3039,13,224
S01010001,Glasgow City,2623,22,259
S01010002,Glasgow City,3918,12,166
S01010003,Glasgow City,4147.5,10,152
S01010004,Glasgow City,3371,14,202
S01010005,Glasgow City,2331,21,291
S01010006,Glasgow City,4324,16,142
S01010007,Glasgow City,3981,15,162
S01010008,Glasgow City,3076,17,222
S01010009,Glasgow City,1552,25,391
S01010010,Glasgow City,2735,27,251
S01010011,Glasgow City,2199,22,304
S01010012,Glasgow City,4659,11,125
S01010013,Glasgow City,479,64,723
S01010014,Glasgow City,2106,33,315
S01010015,Glasgow City,3160,17,217
S01010016,Glasgow City,4078,11,156
S01010017,Glasgow City,2828,19,243
S01010018,Glasgow City,1650,44,374
S01010019,Glasgow City,473,52,727
S01010020,Glasgow City,3144,16,218
S01010021,Glasgow City,31,104,2209
S01010022,Glasgow City,1174,76,461
S01010023,Glasgow City,714,38,589
S01010024,Glasgow City,674,51,606
S01010025,Glasgow City,516,38,694
S01010026,Glasgow City,545,66,681
S01010027,Glasgow City,2190,29,305
S01010028,Glasgow City,1890,23,341
S01010029,Glasgow City,2261,20,297
S01010030,Glasgow City,1252,38,446
S01010031,Glasgow City,243,79,943
S01010032,Glasgow City,28,193,2283
S01010033,Glasgow City,142,124,1152
S01010034,Glasgow City,493,94,712
S01010035,Glasgow City,361.5,50,810
S01010036,Glasgow City,5185,10,97
S01010037,Glasgow City,320,55,841
S01010038,Glasgow City,175,100,1069
S01010039,Glasgow City,480,80,722
S01010040,Glasgow City,252,86,929
S01010041,Glasgow City,281,69,880
S01010042,Glasgow City,1466,59,407
S01010043,Glasgow City,520,52,692
S01010044,Glasgow City,2116,37,314
S01010045,Glasgow City,2249,18,298
S01010046,Glasgow City,517,54,694
S01010047,Glasgow City,1772,28,357
S01010048,Glasgow City,1915,70,338
S01010049,Glasgow City,1031,43,494
S01010050,Glasgow City,916,95,524
S01010051,Glasgow City,850,44,544
S01010052,Glasgow City,25,199,2346
S01010053,Glasgow City,919,52,523
S01010054,Glasgow City,409,48,770
S01010055,Glasgow City,103,160,1311
S01010056,Glasgow City,332,45,831
S01010057,Glasgow City,770,31,567
S01010058,Glasgow City,989,40,504
S01010059,Glasgow City,319,53,841
S01010060,Glasgow City,1161,47,463
S01010061,Glasgow City,1286,23,439
S01010062,Glasgow City,786,46,562
S01010063,Glasgow City,777,52,565
S01010064,Glasgow City,2007,17,326
S01010065,Glasgow City,1562,33,390
S01010066,Glasgow City,1056,37,490
S01010067,Glasgow City,1177,29,460
S01010068,Glasgow City,1773,46,357
S01010069,Glasgow City,2598,22,262
S01010070,Glasgow City,6222,3,47
S01010071,Glasgow City,862,45,542
S01010072,Glasgow City,2154,24,309
S01010073,Glasgow City,2911,18,237
S01010074,Glasgow City,2131,22,312
S01010075,Glasgow City,6258,3,46
S01010076,Glasgow City,4925,7,110
S01010077,Glasgow City,1925,21,337
S01010078,Glasgow City,4483,8,134
S01010079,Glasgow City,5990,5,59
S01010080,Glasgow City,5969,4,60
S01010081,Glasgow City,5903,4,63
S01010082,Glasgow City,4654,10,125
S01010083,Glasgow City,2799,18,246
S01010084,Glasgow City,601,51,639
S01010085,Glasgow City,2431,20,279
S01010086,Glasgow City,1415,36,416
S01010087,Glasgow City,4217,8,148
S01010088,Glasgow City,5667,14,73
S01010089,Glasgow City,1386,29,420
S01010090,Glasgow City,4266,15,145
S01010091,Glasgow City,4444,13,136
S01010092,Glasgow City,2013,30,326
S01010093,Glasgow City,2932,19,235
S01010094,Glasgow City,3468,13,196
S01010095,Glasgow City,6505,*,*
S01010096,Glasgow City,3490,13,194
S01010097,Glasgow City,3502,14,193
S01010098,Glasgow City,2432,21,279
S01010099,Glasgow City,3976,11,163
S01010100,Glasgow City,3444,16,197
S01010101,Glasgow City,6281,3,45
S01010102,Glasgow City,6857,*,*
S01010103,Glasgow City,3590,19,188
S01010104,Glasgow City,3285,19,208
S01010105,Glasgow City,498,30,711
S01010106,Glasgow City,995,13,502
S01010107,Glasgow City,2469.5,22,275
S01010108,Glasgow City,3306,15,207
S01010109,Glasgow City,1571,35,388
S01010110,Glasgow City,1365,33,424
S01010111,Glasgow City,1662,28,372
S01010112,Glasgow City,1564,36,389
S01010113,Glasgow City,1164,31,462
S01010114,Glasgow City,335,60,830
S01010115,Glasgow City,4809,7,117
S01010116,Glasgow City,4437,16,136
S01010117,Glasgow City,1531,55,394
S01010118,Glasgow City,742,50,579
S01010119,Glasgow City,3074,12,222
S01010120,Glasgow City,1476,41,404
S01010121,Glasgow City,2347,17,289
S01010122,Glasgow City,85,75,1475
S01010123,Glasgow City,3671,12,183
S01010124,Glasgow City,5455,5,83
S01010125,Glasgow City,1816,18,350
S01010126,Glasgow City,3289,14,207
S01010127,Glasgow City,4636,8,126
S01010128,Glasgow City,1185,24,459
S01010129,Glasgow City,1278,31,441
S01010130,Glasgow City,1533,16,394
S01010131,Glasgow City,5157,9,98
S01010132,Glasgow City,1510,39,399
S01010133,Glasgow City,499,49,710
S01010134,Glasgow City,2039,32,323
S01010135,Glasgow City,3392,15,201
S01010136,Glasgow City,4695,10,123
S01010137,Glasgow City,1698,33,367
S01010138,Glasgow City,323,80,840
S01010139,Glasgow City,1818,36,350
S01010140,Glasgow City,375,67,799
S01010141,Glasgow City,945,48,515
S01010142,Glasgow City,1085,32,482
S01010143,Glasgow City,4245,11,146
S01010144,Glasgow City,794,45,560
S01010145,Glasgow City,2105,28,315
S01010146,Glasgow City,755,44,573
S01010147,Glasgow City,469,72,729
S01010148,Glasgow City,492,73,713
S01010149,Glasgow City,2363,34,288
S01010150,Glasgow City,1209,33,455
S01010151,Glasgow City,3745,11,178
S01010152,Glasgow City,1454,34,409
S01010153,Glasgow City,1935,31,335
S01010154,Glasgow City,2763,23,249
S01010155,Glasgow City,3211,16,213
S01010156,Glasgow City,2133,16,312
S01010157,Glasgow City,853,32,544
S01010158,Glasgow City,797,53,559
S01010159,Glasgow City,1069,35,486
S01010160,Glasgow City,183,61,1051
S01010161,Glasgow City,361.5,50,810
S01010162,Glasgow City,1462,37,408
S01010163,Glasgow City,560,46,672
S01010164,Glasgow City,1928,29,336
S01010165,Glasgow City,448,47,746
S01010166,Glasgow City,3292,23,207
S01010167,Glasgow City,2587,21,262
S01010168,Glasgow City,2572,13,264
S01010169,Glasgow City,1078,40,484
S01010170,Glasgow City,634,31,624
S01010171,Glasgow City,849,64,544
S01010172,Glasgow City,3567,13,189
S01010173,Glasgow City,2342,22,289
S01010174,Glasgow City,299,108,861
S01010175,Glasgow City,737,31,581
S01010176,Glasgow City,2278,22,295
S01010177,Glasgow City,1239,31,449
S01010178,Glasgow City,364,86,810
S01010179,Glasgow City,2162,25,308
S01010180,Glasgow City,1669,29,372
S01010181,Glasgow City,1251,25,446
S01010182,Glasgow City,3554,13,190
S01010183,Glasgow City,1091,22,481
S01010184,Glasgow City,2646,15,258
S01010185,Glasgow City,1057,35,490
S01010186,Glasgow City,5510,5,81
S01010187,Glasgow City,6075,3,54
S01010188,Glasgow City,899,36,528
S01010189,Glasgow City,3929,17,165
S01010190,Glasgow City,4284,13,144
S01010191,Glasgow City,3994,11,161
S01010192,Glasgow City,2535,22,267
S01010193,Glasgow City,3000,17,228
S01010194,Glasgow City,4897,7,112
S01010195,Glasgow City,5589,4,77
S01010196,Glasgow City,1943,22,334
S01010197,Glasgow City,1113,27,477
S01010198,Glasgow City,277,90,887
S01010199,Glasgow City,3472,14,195
S01010200,Glasgow City,2825,16,244
S01010201,Glasgow City,2536,17,267
S01010202,Glasgow City,415,75,769
S01010203,Glasgow City,5452,7,83
S01010204,Glasgow City,2638,21,258
S01010205,Glasgow City,2006,21,326
S01010206,Glasgow City,6928,*,*
S01010207,Glasgow City,109,36,1256
S01010208,Glasgow City,885,52,535
S01010209,Glasgow City,82,146,1487
S01010210,Glasgow City,3234,17,211
S01010211,Glasgow City,1047,41,492
S01010212,Glasgow City,59,156,1646
S01010213,Glasgow City,2567.5,24,264
S01010214,Glasgow City,2276,27,295
S01010215,Glasgow City,250,94,930
S01010216,Glasgow City,1070,30,485
S01010217,Glasgow City,78,155,1510
S01010218,Glasgow City,440,84,754
S01010219,Glasgow City,6614.5,*,*
S01010220,Glasgow City,2038,17,323
S01010221,Glasgow City,1410,28,416
S01010222,Glasgow City,930,42,520
S01010223,Glasgow City,1384,25,420
S01010224,Glasgow City,428,76,758
S01010225,Glasgow City,164,93,1095
S01010226,Glasgow City,6928,*,*
S01010227,Glasgow City,6879,3,
S01010228,Glasgow City,580,54,654
S01010229,Glasgow City,1339,55,428
S01010230,Glasgow City,370,79,804
S01010231,Glasgow City,963,46,510
S01010232,Glasgow City,1360,43,425
S01010233,Glasgow City,1483,33,403
S01010234,Glasgow City,1634,43,377
S01010235,Glasgow City,5141,10,99
S01010236,Glasgow City,2876,21,239
S01010237,Glasgow City,2822,15,245
S01010238,Glasgow City,1889,30,341
S01010239,Glasgow City,4510,11,133
S01010240,Glasgow City,2985,15,229
S01010241,Glasgow City,1361,47,425
S01010242,Glasgow City,1159,35,464
S01010243,Glasgow City,288,86,875
S01010244,Glasgow City,345,54,823
S01010245,Glasgow City,515,55,694
S01010246,Glasgow City,2315,24,293
S01010247,Glasgow City,1606,28,381
S01010248,Glasgow City,2951,20,233
S01010249,Glasgow City,1720,24,365
S01010250,Glasgow City,1217,37,454
S01010251,Glasgow City,3825,13,172
S01010252,Glasgow City,1218,28,454
S01010253,Glasgow City,937,33,519
S01010254,Glasgow City,2605,28,261
S01010255,Glasgow City,1860,26,345
S01010256,Glasgow City,2496,23,271
S01010257,Glasgow City,1275,76,441
S01010258,Glasgow City,5135,18,99
S01010259,Glasgow City,2914,33,237
S01010260,Glasgow City,579,167,656
S01010261,Glasgow City,2779,56,248
S01010262,Glasgow City,22,223,2570
S01010263,Glasgow City,464,52,733
S01010264,Glasgow City,20,253,2773
S01010265,Glasgow City,137,130,1171
S01010266,Glasgow City,93,91,1367
S01010267,Glasgow City,40,204,1963
S01010268,Glasgow City,1950,28,334
S01010269,Glasgow City,1107,28,478
S01010270,Glasgow City,369,103,805
S01010271,Glasgow City,14,295,3692
S01010272,Glasgow City,497,95,711
S01010273,Glasgow City,86,117,1457
S01010274,Glasgow City,3,599,8591
S01010275,Glasgow City,1,1159,12441
S01010276,Glasgow City,2421,35,280
S01010277,Glasgow City,1911,21,339
S01010278,Glasgow City,3706,11,181
S01010279,Glasgow City,1649,25,374
S01010280,Glasgow City,1642,37,375
S01010281,Glasgow City,2427,27,279
S01010282,Glasgow City,3123,22,220
S01010283,Glasgow City,193,75,1037
S01010284,Glasgow City,3240,51,211
S01010285,Glasgow City,1341,34,428
S01010286,Glasgow City,5368,21,87
S01010287,Glasgow City,1201,43,457
S01010288,Glasgow City,2538,30,267
S01010289,Glasgow City,2454,27,276
S01010290,Glasgow City,2052,20,322
S01010291,Glasgow City,2858,29,241
S01010292,Glasgow City,4360,15,140
S01010293,Glasgow City,4865,11,114
S01010294,Glasgow City,3519,14,192
S01010295,Glasgow City,2497,29,271
S01010296,Glasgow City,859,38,543
S01010297,Glasgow City,275,97,889
S01010298,Glasgow City,2286,25,294
S01010299,Glasgow City,3253,12,210
S01010300,Glasgow City,1437,42,412
S01010301,Glasgow City,2192,19,304
S01010302,Glasgow City,2521,22,269
S01010303,Glasgow City,1253,28,445
S01010304,Glasgow City,952,39,513
S01010305,Glasgow City,831,45,550
S01010306,Glasgow City,1304,35,435
S01010307,Glasgow City,1901,29,340
S01010308,Glasgow City,2758,25,250
S01010309,Glasgow City,2385,9,284
S01010310,Glasgow City,1100,34,479
S01010311,Glasgow City,154,90,1114
S01010312,Glasgow City,706,48,592
S01010313,Glasgow City,1656,21,373
S01010314,Glasgow City,1020,83,496
S01010315,Glasgow City,3491,17,194
S01010316,Glasgow City,708,40,591
S01010317,Glasgow City,999,48,501
S01010318,Glasgow City,2283,44,295
S01010319,Glasgow City,772,46,567
S01010320,Glasgow City,525,52,688
S01010321,Glasgow City,120,108,1223
S01010322,Glasgow City,2515,29,269
S01010323,Glasgow City,291,56,874
S01010324,Glasgow City,825,47,550
S01010325,Glasgow City,3151,20,218
S01010326,Glasgow City,134,120,1185
S01010327,Glasgow City,1512,36,399
S01010328,Glasgow City,738,63,581
S01010329,Glasgow City,3351,12,204
S01010330,Glasgow City,1027,33,494
S01010331,Glasgow City,1441,36,411
S01010332,Glasgow City,199,70,1013
S01010333,Glasgow City,648,63,619
S01010334,Glasgow City,2436,30,279
S01010335,Glasgow City,1905,27,340
S01010336,Glasgow City,892,32,531
S01010337,Glasgow City,1989,18,329
S01010338,Glasgow City,1187,25,459
S01010339,Glasgow City,4202,8,150
S01010340,Glasgow City,2472,21,275
S01010341,Glasgow City,3900,10,167
S01010342,Glasgow City,4923,7,111
S01010343,Glasgow City,4781,10,118
S01010344,Glasgow City,1628,26,379
S01010345,Glasgow City,4057,14,157
S01010346,Glasgow City,3300,19,207
S01010347,Glasgow City,2058,29,321
S01010348,Glasgow City,4542,13,131
S01010349,Glasgow City,2015,27,325
S01010350,Glasgow City,2627,24,259
S01010351,Glasgow City,2556,25,266
S01010352,Glasgow City,2019,16,325
S01010353,Glasgow City,388,83,787
S01010354,Glasgow City,2068,25,320
S01010355,Glasgow City,910,45,525
S01010356,Glasgow City,865,44,542
S01010357,Glasgow City,1449,23,410
S01010358,Glasgow City,236,82,952
S01010359,Glasgow City,218,80,989
S01010360,Glasgow City,646,56,619
S01010361,Glasgow City,216,75,992
S01010362,Glasgow City,71,129,1548
S01010363,Glasgow City,4534,10,131
S01010364,Glasgow City,4147.5,14,152
S01010365,Glasgow City,4031,16,159
S01010366,Glasgow City,6224,5,47
S01010367,Glasgow City,4392,22,138
S01010368,Glasgow City,2927,19,236
S01010369,Glasgow City,2234,23,300
S01010370,Glasgow City,2840,17,242
S01010371,Glasgow City,1619,46,380
S01010372,Glasgow City,2020,18,325
S01010373,Glasgow City,3128,19,219
S01010374,Glasgow City,5928,6,62
S01010375,Glasgow City,314,48,845
S01010376,Glasgow City,3113,17,220
S01010377,Glasgow City,2212,31,302
S01010378,Glasgow City,2834,19,243
S01010379,Glasgow City,752,70,573
S01010380,Glasgow City,4459,13,135
S01010381,Glasgow City,1637,27,376
S01010382,Glasgow City,2647,22,258
S01010383,Glasgow City,1431,29,413
S01010384,Glasgow City,1798,54,353
S01010385,Glasgow City,4395,12,138
S01010386,Glasgow City,1042,50,493
S01010387,Glasgow City,1855,52,346
S01010388,Glasgow City,1136,45,470
S01010389,Glasgow City,4856.5,16,114
S01010390,Glasgow City,2730,27,252
S01010391,Glasgow City,2091,26,317
S01010392,Glasgow City,4584,13,129
S01010393,Glasgow City,2695,25,254
S01010394,Glasgow City,1718,34,365
S01010395,Glasgow City,3139,22,219
S01010396,Glasgow City,3455,20,196
S01010397,Glasgow City,4612,7,127
S01010398,Glasgow City,2714,27,253
S01010399,Glasgow City,4669,15,125
S01010400,Glasgow City,2654,30,257
S01010401,Glasgow City,3776,13,176
S01010402,Glasgow City,4104,15,155
S01010403,Glasgow City,3586,19,188
S01010404,Glasgow City,4023,15,159
S01010405,Glasgow City,3747,14,178
S01010406,Glasgow City,3788,15,175
S01010407,Glasgow City,2262,27,297
S01010408,Glasgow City,3133,12,219
S01010409,Glasgow City,5268,6,92
S01010410,Glasgow City,3206,12,213
S01010411,Glasgow City,2084,36,318
S01010412,Glasgow City,564,60,670
S01010413,Glasgow City,2469.5,22,275
S01010414,Glasgow City,4949,12,109
S01010415,Glasgow City,974,52,507
S01010416,Glasgow City,3983.5,12,162
S01010417,Glasgow City,5124,6,100
S01010418,Glasgow City,3370,23,202
S01010419,Glasgow City,6142,5,51
S01010420,Glasgow City,3204,15,213
S01010421,Glasgow City,2048,28,322
S01010422,Glasgow City,3274,24,209
S01010423,Glasgow City,1289,39,437
S01010424,Glasgow City,2044,32,322
S01010425,Glasgow City,554,72,674
S01010426,Glasgow City,2321,21,292
S01010427,Glasgow City,2208,35,303
S01010428,Glasgow City,4165,11,151
S01010429,Glasgow City,3675,18,183
S01010430,Glasgow City,1722,34,365
S01010431,Glasgow City,3500,13,194
S01010432,Glasgow City,1101,43,479
S01010433,Glasgow City,508,44,701
S01010434,Glasgow City,2463,17,275
S01010435,Glasgow City,672,39,608
S01010436,Glasgow City,468,58,729
S01010437,Glasgow City,2567.5,15,264
S01010438,Glasgow City,1858,30,345
S01010439,Glasgow City,1623,37,379
S01010440,Glasgow City,787,35,562
S01010441,Glasgow City,2328,28,292
S01010442,Glasgow City,2002,25,327
S01010443,Glasgow City,4635,7,126
S01010444,Glasgow City,2343,19,289
S01010445,Glasgow City,3684,17,182
S01010446,Glasgow City,4248,12,146
S01010447,Glasgow City,2478,28,273
S01010448,Glasgow City,2934,20,235
S01010449,Glasgow City,3142,16,218
S01010450,Glasgow City,3492,15,194
S01010451,Glasgow City,587,55,649
S01010452,Glasgow City,2954,18,233
S01010453,Glasgow City,866,41,541
S01010454,Glasgow City,3148,17,218
S01010455,Glasgow City,684,53,601
S01010456,Glasgow City,4206,8,149
S01010457,Glasgow City,298,47,863
S01010458,Glasgow City,1963,25,332
S01010459,Glasgow City,5680,4,73
S01010460,Glasgow City,5379,7,87
S01010461,Glasgow City,775,36,566
S01010462,Glasgow City,900,51,528
S01010463,Glasgow City,4173,12,151
S01010464,Glasgow City,3051,11,224
S01010465,Glasgow City,5231,9,94
S01010466,Glasgow City,4545,11,131
S01010467,Glasgow City,5100,9,101
S01010468,Glasgow City,4050,15,158
S01010469,Glasgow City,683,35,601
S01010470,Glasgow City,3048,17,224
S01010471,Glasgow City,3339,14,204
S01010472,Glasgow City,3298,16,207
S01010473,Glasgow City,3964,13,164
S01010474,Glasgow City,4885,9,113
S01010475,Glasgow City,5774,5,68
S01010476,Glasgow City,3098,26,221
S01010477,Glasgow City,3648,15,184
S01010478,Glasgow City,2144,30,311
S01010479,Glasgow City,3061,24,223
S01010480,Glasgow City,1882,20,342
S01010481,Glasgow City,3055,14,224
S01010482,Glasgow City,5394,7,86
S01010483,Glasgow City,3571,19,189
S01010484,Glasgow City,3109,12,220
S01010485,Glasgow City,2636,25,258
S01010486,Glasgow City,1747,33,361
S01010487,Glasgow City,5758,7,69
S01010488,Glasgow City,1292,34,437
S01010489,Glasgow City,928,56,520
S01010490,Glasgow City,871,37,540
S01010491,Glasgow City,2976,17,230
S01010492,Glasgow City,1565,22,389
S01010493,Glasgow City,841,36,547
S01010494,Glasgow City,1677,22,370
S01010495,Glasgow City,863,43,542
S01010496,Glasgow City,1600,32,382
S01010497,Glasgow City,2439,18,278
S01010498,Glasgow City,2043,30,322
S01010499,Glasgow City,80,111,1498
S01010500,Glasgow City,2280,30,295
S01010501,Glasgow City,3308,23,207
S01010502,Glasgow City,3410,16,199
S01010503,Glasgow City,1657,24,373
S01010504,Highland,6132,3,52
S01010505,Highland,4390,7,139
S01010506,Highland,5323,8,90
S01010507,Highland,4565,9,130
S01010508,Highland,6592,3,28
S01010509,Highland,3087,22,222
S01010510,Highland,1918,31,338
S01010511,Highland,4321,12,142
S01010512,Highland,4071,9,156
S01010513,Highland,6622,*,*
S01010514,Highland,4302,10,143
S01010515,Highland,3280,16,208
S01010516,Highland,203,62,1004
S01010517,Highland,3669,15,183
S01010518,Highland,3333,13,205
S01010519,Highland,4331,11,141
S01010520,Highland,5791,6,68
S01010521,Highland,1233,35,451
S01010522,Highland,45,107,1845
S01010523,Highland,1200,26,457
S01010524,Highland,5483,4,82
S01010525,Highland,1196,29,458
S01010526,Highland,4876,9,114
S01010527,Highland,2548,21,266
S01010528,Highland,6192,3,48
S01010529,Highland,6344,3,42
S01010530,Highland,5931,4,61
S01010531,Highland,6438,4,36
S01010532,Highland,2893,13,238
S01010533,Highland,2777,14,248
S01010534,Highland,5047,9,103
S01010535,Highland,2561,19,265
S01010536,Highland,5232,8,94
S01010537,Highland,2054,25,321
S01010538,Highland,4155,16,152
S01010539,Highland,4115.5,16,154
S01010540,Highland,6777,*,*
S01010541,Highland,3574,16,189
S01010542,Highland,6494,3,33
S01010543,Highland,5414,5,85
S01010544,Highland,4607,11,128
S01010545,Highland,6048,4,56
S01010546,Highland,4269,12,145
S01010547,Highland,4988,8,106
S01010548,Highland,6307,3,44
S01010549,Highland,5760,9,69
S01010550,Highland,6715,*,*
S01010551,Highland,2802,20,246
S01010552,Highland,5824,5,66
S01010553,Highland,5074,6,102
S01010554,Highland,4115.5,11,154
S01010555,Highland,238,82,949
S01010556,Highland,1448,42,410
S01010557,Highland,3017,14,226
S01010558,Highland,3134,17,219
S01010559,Highland,4637,11,126
S01010560,Highland,3499,13,194
S01010561,Highland,6802,*,*
S01010562,Highland,5762,5,69
S01010563,Highland,2926,12,236
S01010564,Highland,822,26,551
S01010565,Highland,5043.5,6,103
S01010566,Highland,6260,5,46
S01010567,Highland,5478,9,82
S01010568,Highland,4099,17,155
S01010569,Highland,4926,12,110
S01010570,Highland,4295,15,143
S01010571,Highland,6595,*,*
S01010572,Highland,2083,23,318
S01010573,Highland,3714,9,180
S01010574,Highland,5386,5,86
S01010575,Highland,6225,3,47
S01010576,Highland,6639,*,*
S01010577,Highland,920,47,522
S01010578,Highland,5618,4,76
S01010579,Highland,6928,*,*
S01010580,Highland,2980,12,229
S01010581,Highland,5613,4,76
S01010582,Highland,2036,23,323
S01010583,Highland,4275,13,144
S01010584,Highland,3954,16,164
S01010585,Highland,5701,6,72
S01010586,Highland,6843,*,*
S01010587,Highland,4683,8,124
S01010588,Highland,6261,3,46
S01010589,Highland,2731,14,252
S01010590,Highland,5631,7,75
S01010591,Highland,5999,8,59
S01010592,Highland,6339,*,*
S01010593,Highland,5354,10,88
S01010594,Highland,5475,6,82
S01010595,Highland,1726,32,364
S01010596,Highland,1959,44,333
S01010597,Highland,5438,8,84
S01010598,Highland,6051,6,56
S01010599,Highland,5393,7,86
S01010600,Highland,3210,19,213
S01010601,Highland,6791,*,*
S01010602,Highland,6387,*,*
S01010603,Highland,6627,*,*
S01010604,Highland,6328,*,*
S01010605,Highland,5456,7,83
